"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsu"	"Vol"	"Country"	"Latitude"	"Longitude"	"Focal Depth (km)"	"Mag"	"MMI Int"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage ($Mil)"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"	"Total Deaths"	"Total Death Description"	"Total Missing"	"Total Missing Description"	"Total Injuries"	"Total Injuries Description"	"Total Damage ($Mil)"	"Total Damage Description"	"Total Houses Destroyed"	"Total Houses Destroyed Description"	"Total Houses Damaged"	"Total Houses Damaged Description"
	1290	9	27						"CHINA"	41.5	119.3		6.8	9	100000	4						3					100000	4						3				
	1291	1	4						"IRAN"	29.4	52.3											2																
	1291	8	25						"CHINA"	36.1	111.5		6.5	8	150	3						3					150	3										
	1293	1	11						"ISRAEL"	32	34.9											3																
	1293	5	27				110		"JAPAN"	35.2	139.4		7.1		23024	4						3					23024	4						3				
	1295	4	5						"SWITZERLAND"	46.9	9.5			8		3						3																
	1295	9	4						"SWITZERLAND"	46.9	9.5			8		2						3																
	1298	11	30						"ITALY"	42.4	12.9			10																								
	1300	9	30						"CROATIA"	44.1	15.2			10																								
	1300								"IRAN"	36.8	56		6.5									3																
	1300								"ITALY"	42.4	12.9											3																
	1301								"IRAN"	36.2	53.4											3																
	1303	8	8				111		"GREECE"	35	27		8	9	4000	4						3		3		3	4000	4						3		3		3
	1303	9	17						"CHINA"	36.3	111.7		8	11		4						4	100000	4	100000	4		4						4	100000	4		
	1304	11	7						"IRAN"	38.5	45.5		6.7	8								2												2				
	1305	5	3						"CHINA"	39.8	113.1		6.5	9	2000	4						3	5800	4			2000	4						3	5800	4		
	1306	9	12						"CHINA"	35.9	106.1		6.5	9	5000	4						3		3			5000	4						3		3		
	1306								"IRAN"	26.6	56.2											3																
	1306								"GREECE"	35.5	25.5			10																								
	1310	7							"CHINA"	31.2	112.2				3466	4						3	21829	4	21829	4	3466	4						3	21829	4		
	1310								"IRAQ"	35.6	46		5.5	7		3						3		3				3						3		3		
	1314	10	5						"CHINA"	36.5	113.8		6	8	340	3						2		2			340	3						2		2		
	1319								"IRAN"	39.1	44.5			7	75	2						3		3			75	2						3		3		
	1319								"ITALY"	41.5	13.8			10																								
	1320	12	9						"PORTUGAL"	36	-10.7			10																								
	1323					0			"CROATIA"	45.2	14.7			10																								
	1327	9							"CHINA"	30.1	102.7		4.8	6		1												1										
	1328	12	1						"ITALY"	42.8	13			10	5000	4						3																
	1329	6	28				3112	5844	"ITALY"	37.734	15.004			7								1		1										1		1		
	1331	8	15				114		"JAPAN"	33.7	135.2		7																									
	1332	2	12			0	115		"TURKEY"																													
	1336	5	9			0			"IRAN"	26.6	56.2											3																
	1336	10	21	1	30				"IRAN"	34.7	59.7		7.6		20000	4						3																
	1337	9	8						"CHINA"	40.4	115.7		6.5	8						1		1										1		1				
	1339					0			"LEBANON"	34.3	35.5			8	60	2						2																
	1340	7	23						"CHINA"	29	111.3				360	3						1					360	3						1				
	1341	1	1				5556		"UKRAINE"	44.3	34.3		6	8																								
	1341	10	31				116		"JAPAN"	41	139.5		7														2600	4										
	1343	6	30			0			"CROATIA"	44	15			10																								
	1343	7	3						"CHINA"	34.9	105.8					3												3										
	1343	10	18				3114		"TURKEY"	40.8	28.3		7.5	8								3		3				3						3		3		
	1344	1	3						"SYRIA"	36.527	37.956			9	5700	4						4		4			5700	4						4		4		
	1344	5	15			0			"IRAN"	32.6	51.7				20	1						1																
	1344								"PORTUGAL"	38	-9											3																
	1345	9	12			0			"ITALY"	43.8	11.3					3						3																
	1346	11	24	23		0			"SWITZERLAND"	47.5	7.6			8								3																
	1347	5							"CHINA"	36.9	118.2					3						3						3						3				
	1348	1	25	15					"AUSTRIA"	46.4	13.5			10	5000	4						4																
	1349	9	9						"ITALY"	42.3	13.5			10	2000	4						3		3			2000	4						3		3		
	1350					0			"GEORGIA"	43	43	20	6.5	9								3																
	1351	5	14						"CHINA"	37.3	113		5.5	7		3												3										
	1352	4	18						"CHINA"	35.6	105.3		7	9								2		2										2		2		
	1352	12	25						"ITALY"	43.5	12.1			11	2000	4						3																
	1353					0			"TURKEY"	40.8	27			11																								
	1354					0			"SYRIA"	35.1	36.4			7	24	1						2																
	1356	8	24						"PORTUGAL"	36.5	-10			10								3												3				
	1356	10	18	21	30	0			"SWITZERLAND"	47.4	7.6			10	300	3						4																
	1358								"YEMEN"	14.1	43.2			8	61	2						2																
	1359	3	3						"ALGERIA"	36.8	3											2		3										2		3		
	1360	11	22				122		"JAPAN"	33.4	136.2		7															3										
	1360								"IRAN"	26.8	55.9											3																
	1361	7	17			0			"ITALY"	40.3	15.6			10	4000	4						3																
	1361	8	3				124		"JAPAN"	33	135		8.4														660	3						4	1700	4		
	1361								"CHINA"	28.8	115.3		5	6		3												3										
	1365	1	2				3116		"ALGERIA"	36.8	3					3						3		3		3		3						3		3		
	1367					0			"IRAN"	37.3	49.7											3																
	1368	7	8						"CHINA"	37.6	112.5		6	7		2						3						1						3				
	1372	8	16						"CHINA"	32	118.8		4.8	6	16	1											16	1										
	1374	2	2			0			"SPAIN"	42.1	-0.3			10		3																						
	1375					0			"SWITZERLAND"	46.9	8.4			8		3						3																
	1377								"YEMEN"	12.4	45.1											2																
	1380					0			"ALBANIA"	41.1	20.1			10																								
	1382	3	17			0			"IRAN"	35.3	51.2											3																
	1383	8	6			0			"TURKEY"	39.2	26.2			10																								
	1384	8							"GREECE"	39.3	26.3			7	500	3																						
	1385	8	1						"NORTH KOREA"	37.6	126.3		6.3	8								2																
	1386					0			"BOSNIA-HERZEGOVINA"	44.2	17.7			10																								
	1387	3	5			0			"CROATIA"	44.1	15.2			10																								
	1387	9	5						"YEMEN"	12.4	45.1					3						3						3						3				
	1389	1	20			0			"IRAN"	36.2	58.5	10	5.8	9		3						3																
	1389	1	30			0			"IRAN"	36.1	58.5											3																
	1389	2				0			"IRAN"	36.2	58.8		7.6									3																
	1389	3	20				126		"GREECE"	38.5	26.5			10																								
	1390	5							"UZBEKISTAN"	39.8	64.4	20	6.1	8		1						2						1						2				
	1390	12	5			0			"CROATIA"	44.1	15.2			10																								
	1391	3	23			0			"SWITZERLAND"	47.4	7.2			8								3																
	1399	11	6	20		0			"CROATIA"	44.1	15.2			10																								
	1400					0			"IRAN"	36.5	49											2																
	1400					0			"IRAN"	27.7	54.3											2																
	1402					0	3545		"SYRIA"	35	37											3																
	1403	11	16				127		"SYRIA"																													
	1403	12					128		"JAPAN"	33.7	136.5		7																									
	1404					0			"SYRIA"	36.1	37.1			9								3																
	1405	1	29			0			"IRAN"	36	58.8	15	6.7	9		3						4																
	1406	10	16				129		"JAPAN"	34.4	138.4		6.2									1												1				
	1407	4	9			0			"TURKEY"	36	36					3																						
	1408	1	21				131		"JAPAN"	33.8	136.9		7																									
	1408	12	20				3565		"TURKEY"	36.2	36.1			10		3						3						3						3				
	1414	8	3			0			"ITALY"	43.5	12.1			10	200	3						2																
	1417					0			"ITALY"	41	15											3																
	1418	4	7			0			"CROATIA"	43.9	15.6			10								3																
	1419	3	15				2318		"TURKEY"	40.9	28.9																											
	1426								"YEMEN"	14.1	43.2			11	60	2						3																
	1427	5	15			0			"SPAIN"	41.7	2.2			11		3						3																
	1428	2	2						"SPAIN"	42.35	2.17			9	800	3						2					800	3						2				
	1431	4	24						"SPAIN"	37.2	-3.6			9								3												3				
	1433	11	7				133		"JAPAN"	34.9	139.5		7.1			3						3						3						3				
	1440	10	26						"CHINA"	36.2	103.3		6.3	8	200	3						2		2			200	3						2		2		
	1440					0			"IRAN"	28.3	53.1		6.5									3																
	1441					0			"IRAN"	38	46.2											3																
	1441					0			"TURKEY"	38.3	43.2											3																
	1443	6	5			0			"SLOVAKIA"	48.5	19.1			10	30	1																						
	1444	11							"BULGARIA"	43.2	27.9											3		3		3								3		3		
	1444					0			"TURKEY"	38.7	42.2				30000	4																						
	1445	12	12						"CHINA"	24.5	117.6		6.3	8		3						3		3				3						3		3		
	1447	11	4			0			"ITALY"	41.9	12.6					3						3																
	1448	9	19				136		"JAPAN"	37.5	138.2		7																					2				
	1451					0			"CROATIA"	42.6	18.1			10																								
	1454	9	14	23		0			"SWITZERLAND"	47.5	7.6					2																						
	1454	9	15	1		0			"SWITZERLAND"	47.5	7.6					2																						
	1455	1	24			0			"SOUTH KOREA"	35.9	126.5		6.3	8		3						2		2				3						2		2		
	1456	6	16			0			"SERBIA"	42.2	20.7			10																								
	1456	11	29			0			"TURKEY"	39.8	39.5											3																
	1456	12	5	4	30		3118		"ITALY"	40.4	14.5			11	30000	4						4					30000	4						4		4		
	1457					0			"ISRAEL"	31.2	34.2				32000	4																						
	1458	11	12						"ISRAEL"	31.2	34.2			8	100	2						2		3			100	2						2		3		
	1458					0			"TURKEY"	39.9	40.4				32000	4																						
	1459	5	20			0			"CROATIA"	46.3	16.3			10																								
	1461	11	27	0	15	0			"ITALY"	42.3	13.4			10																								
	1461	11	28	2	15	0			"ITALY"	42.3	13.5			10																								
	1463								"YEMEN"	14.1	43.2			9	10	1							50	1	50	1	10	1						1	50	1		
	1464					0			"SPAIN"	37.3	-5.6			9								3																
	1469								"GREECE"	38.5	20.5			10																								
	1471					0			"CROATIA"	42.6	18.1			10																								
	1471								"PERU"	-16.3	-71	25	8	9																								
	1475								"KYRGYZSTAN"	42.6	75.2	5	6.4	9								2												2				
	1475								"MEXICO"													3		3		3								3		3		3
	1478	8	17						"CHINA"	27.5	101.6		5.5	7		3						2		2				3						2		2		
	1479	10	20			0			"CROATIA"	43	17.6			10																								
	1481	5	3				137		"GREECE"	36	28		7.1	10		3						3						3						3				
	1481	7	15						"CHINA"	26.5	99.9		6	8		3						3		3				3						3		3		
	1481	9	10						"ITALY"	42	15.9											3																
	1481	10	3				5418		"GREECE"	36	28																											
	1481	12	18						"GREECE"	36	28					3						3						3						3				
	1482	2	15	15		0			"CROATIA"	42.6	18.1			10																								
	1482					0			"IRAN"	26.1	56.9		6.5									3																
	1482					0			"TURKEY"	39.9	40.4		7.5	10	30000	4						3																
	1483	2	18						"IRAN"	24.9	57.9		7.7																									
	1483	10	18						"GREECE"	36.2	27.5			10																								
	1484	1	29						"CHINA"	40.5	116.5		6.8	9		2						2		2				2						2		2		
	1484	8	27			0			"IRAN"	37	49					3						3																
	1485	8	14			0			"IRAN"	36.9	49.9		6.5	8								3																
	1487	8	10						"CHINA"	34.4	108.9		6.3	8	1900	4						3		3			1900	4						3		3		
	1488	9	16						"CHINA"	31.7	103.9		5.5	7		2						1	37	1										1	37	1		
	1489						139		"TURKEY"																													
	1490	2	20			0			"UZBEKISTAN"	39.4	67.1	15	5.8	8								3																
	1490	11	1						"GREECE"	36.5	27			10																								
	1490								"IRELAND"	54	-9				100	2											100	2										
	1491	10							"GREECE"	36.9	27				5000	4						3					5000	4						3				
	1493	1	10			0			"IRAN"	33	59.8		6.5									3																
	1493	8	18						"GREECE"	36.8	27			9		3				3		2		3				3				3		2		3		
	1494	3	24						"CHINA"	25.5	103.8		5.5	7	3	1						2	200	2			3	1						2	200	3		
	1494	6	13			0			"FRANCE"	43.8	7			10																								
	1494	6	23			0			"FRANCE"	43.4	7.1			8								2																
	1494	7	1				3119		"GREECE"	35.5	25.5		7.2									2		2		2								2		2		
	1495	4	10						"CHINA"	37.6	105.6		6.3	8					12	1		2	50	1							12	1		2	50	1		
	1495	9	12				142		"JAPAN"	35.1	139.5		7.1			3						1		1			200	3						1		1		
	1496	1	23	17		0			"CROATIA"	43.5	16.1			10																								
	1498	7	9				144		"JAPAN"	34.4	137.7		6.4									1												1				
	1498	8	2				145		"VENEZUELA"	9.9	-62.3																											
	1498	9	20				2993		"JAPAN"	33.5	135.2		7.5									1												1				
	1498	9	20				146		"JAPAN"	34	138.1		8.3									1					5000	4						3	1000	3		
	1499								"CHINA"	25	103				10000	4						4					10000	4						4				
	1500	1	4						"CHINA"	24.9	103.1			9	10000	4											10000	4										
	1500						147		"USA"																			2										
	1501	1	19						"CHINA"	34.8	110.1		7	9	400	3						4	5400	4			400	3						4	5400	4		
	1501	9	24						"INDIA"	34.1	74.8			7								2		2										2		2		
	1501					0			"GREECE"	35.5	25			10																								
	1502	3	26	13		0			"CROATIA"	45.8	16.1			10																								
	1502	10	17						"CHINA"	35.7	115.3		6.5	8	50	1						2					50	1										
	1502								"DOMINICAN REPUBLIC"	18.3	-69.5											3												3				
	1504	3				0			"SWITZERLAND"	46.8	10.2			8		2						3																
	1504	4	5	9					"SPAIN"	37.3	-5.4			10	32	1											32	1										
	1504	12	7			0			"CROATIA"	42.6	18.1			10																								
	1505	6	6						"NEPAL"	29.5	83		8.2			3						3		3				3						3		3		
	1505	7	6						"AFGHANISTAN"	34.5	69.2			12		3						3		3				3						3		3		
	1505	10	16						"CHINA"	35.2	110.9		5	6		2												2										
	1505					0			"SLOVENIA"	45.9	14.2			10								3																
	1507	11	4						"CHINA"	24.6	102.5		5.3	6		2												2										
	1508	5	29			0	149		"GREECE"	35.2	25.1	100		10	300	3						2																
	1509	2	25			0			"ITALY"	38.1	15.7			10																								
	1509	6	17				151		"CHINA"	31.5	121.5																											
	1509	9	10				152		"TURKEY"	40.8	28.1		7.7	10	5000	4			10000	4		4	1700	4			5000	4			10000	4		4	1700	4		
	1509	9	14	0	15				"SLOVENIA"	46.4	14.1			8								3		3										3		3		
	1509	11	16			0			"TURKEY"	41.7	26.6											2																
	1510	6	10			0			"GERMANY"	48.8	10.5				2000	4																						
	1510	9	21				154		"JAPAN"	34.6	135.4		6.7									1												1				
	1510	10	10				156		"JAPAN"	34.5	137.6		7																									
	1510					0			"SLOVENIA"	46.1	14.5			10																								
	1511	3	26	14	30		157		"SLOVENIA"	46.2	13.433	7	6.5	10	15	1						3		3			15	1						3		3		
	1511	8	8						"ITALY"	46.1	13.4			10	3000	4						3		3			3000	4						3		3		
	1511	11	17						"CHINA"	26.6	100		5.8	7		2												2										
	1512	10	8						"CHINA"	25	98.5		6.5	8								3		3				3						3		3		
	1512								"SWITZERLAND"	46.4	9			7		3						3																
	1513					0	5488		"PERU"	-17.2	-72.3	30	8.7	8																								
	1514	4	16						"GREECE"	37.8	21			10																								
	1514	9	14						"CHINA"	25.1	99.1		5.5	7		3												3										
	1515	6	17						"CHINA"	26.6	100.2		7	9	100	2						3		3			100	2						3		3		
	1515	10	23						"CHINA"	25.7	100.2			8	200	3						3		3			200	3						3		3		
	1516	5	6	10		0			"CROATIA"	42.6	18.1			10																								
	1516	7	28			0			"CROATIA"	42.6	18.1			10																								
	1516	11	24	12		0			"ROMANIA"	45.7	26.6	100		10																								
	1517	7	12						"CHINA"	24.1	102.6		5.5	7		2						1		1				2						1		1		
	1518	7	2						"NORTH KOREA"	38	125		6.7	9								2																
	1518	11	9						"SPAIN"	37.2	-1.5			11	165	3						4					165	3						4				
	1520	3	26						"CHINA"	25.3	100.3		5.5	7		3						1																
	1520	4	4				160		"JAPAN"	33.6	136.3		7																					1		2		
	1520	5	17						"CROATIA"	42.6	18.1			9		2				2		3						2				2		3				
	1520								"CHILE"	-40	-74			10																								
	1522	9	22				4265		"SPAIN"	36.97	-2.66			11	1000	4						3					1000	4						3				
	1522	10	22				5811		"AZORES (PORTUGAL)"	37.7	-25.4			10	5000	4						3		3		4	5000	4						3		3		4
	1523								"MEXICO"	19.2	-96.4											3												3				
	1524						3648		"INDIA"	17	73.2																							1				
	1527					0			"IRAN"	38	46.2											3																
	1530	7	22			0			"CROATIA"	42.6	18.1			10																								
	1530	9	1	14	30	0	163		"VENEZUELA"	10.5	-64.2	10	8	10													4	1						2		3		
	1531	1	26				165		"PORTUGAL"	38.7	-9.1		7.7	10	30000	4						3	1500	4			30000	4						3	1500	4		
	1531	1					3575		"CHINA"	30.7	117.5		4.8	6								1												1				
	1531	9	30						"SPAIN"	37.533	-2.733			9	400	3						3		3			400	3						3		3		
	1535	5							"CHINA"	25.8	116.4		5			3						1						3						1				
	1536	3	19						"CHINA"	28.1	102.1		7.3	10	3	3						3		3				3						3		3		
	1537						167		"MEXICO"													3												3				
	1538	9	27			0	3120		"ITALY"	40.6	14.1			11								3																
	1538								"MEXICO"	19.2	-99.1											3												3				
	1539	8	8						"CHINA"	23.6	102.8		5.5	7		2												2										
	1539	11	24				168		"HONDURAS"	16.2	-88.5											2		1										2		1		
	1541	12	25			0	169		"VENEZUELA"	10.8	-64.2																											
